time_utc,xray_flux
2026-03-01T02:17:00Z,1.1042408661028926e-08
2026-03-01T02:18:00Z,1.106333771722795e-08
2026-03-01T02:19:00Z,8.513565857999052e-09
2026-03-01T02:20:00Z,9.901129512394925e-09
2026-03-01T02:21:00Z,1.0199214373979775e-08
2026-03-01T02:22:00Z,9.060226515760237e-09
2026-03-01T02:23:00Z,1.148973216434103e-08
2026-03-01T02:24:00Z,9.692551760803548e-09
2026-03-01T02:25:00Z,8.847192821768328e-09
2026-03-01T02:26:00Z,1.0157184355117834e-08
2026-03-01T02:27:00Z,1.0919724276359904e-08
2026-03-01T02:28:00Z,8.804604253558785e-09
2026-03-01T02:29:00Z,9.246865165203579e-09
2026-03-01T02:30:00Z,1.1980597426643577e-08
2026-03-01T02:31:00Z,1.0599512230557813e-08
2026-03-01T02:32:00Z,9.752400335658016e-09
2026-03-01T02:33:00Z,1.0070303364142363e-08
2026-03-01T02:34:00Z,8.484016783473063e-09
2026-03-01T02:35:00Z,8.89878934812623e-09
2026-03-01T02:36:00Z,9.352342248589822e-09
2026-03-01T02:37:00Z,1.0353234873828934e-08
2026-03-01T02:38:00Z,8.920458930386308e-09
2026-03-01T02:39:00Z,8.880869537806239e-09
2026-03-01T02:40:00Z,8.28397234403613e-09
2026-03-01T02:41:00Z,1.0524411829080396e-08
2026-03-01T02:42:00Z,8.915767135244618e-09
2026-03-01T02:43:00Z,1.1621680052024512e-08
2026-03-01T02:44:00Z,1.1438541601014987e-08
2026-03-01T02:45:00Z,8.283429399554615e-09
2026-03-01T02:46:00Z,8.95201853747598e-09
2026-03-01T02:47:00Z,1.0675911113185122e-08
2026-03-01T02:48:00Z,8.856947229481754e-09
2026-03-01T02:49:00Z,8.5292473949001e-09
2026-03-01T02:50:00Z,1.1742056962322684e-08
2026-03-01T02:51:00Z,1.0284172373301138e-08
2026-03-01T02:52:00Z,9.890684105247176e-09
2026-03-01T02:53:00Z,1.1138477697163014e-08
2026-03-01T02:54:00Z,1.1229987991066573e-08
2026-03-01T02:55:00Z,8.761639657447512e-09
2026-03-01T02:56:00Z,8.387723256915293e-09
2026-03-01T02:57:00Z,9.724204729625509e-09
2026-03-01T02:58:00Z,9.694314492079683e-09
2026-03-01T02:59:00Z,9.8680986721467e-09
2026-03-01T03:00:00Z,1.0916303397839402e-08
2026-03-01T03:01:00Z,1.0693458189173206e-08
2026-03-01T03:02:00Z,1.1936660845463865e-08
2026-03-01T03:03:00Z,8.393671484607836e-09
2026-03-01T03:04:00Z,9.610485128409075e-09
2026-03-01T03:05:00Z,9.357210421579853e-09
2026-03-01T03:06:00Z,1.1446690145411165e-08
2026-03-01T03:07:00Z,8.994625335681142e-09
2026-03-01T03:08:00Z,8.760835633763246e-09
2026-03-01T03:09:00Z,9.794454191332528e-09
2026-03-01T03:10:00Z,9.687526559337618e-09
2026-03-01T03:11:00Z,9.114180578667763e-09
2026-03-01T03:12:00Z,8.999225791528403e-09
2026-03-01T03:13:00Z,1.169306239710405e-08
2026-03-01T03:14:00Z,9.772522980213828e-09
2026-03-01T03:15:00Z,1.1445396419047322e-08
2026-03-01T03:16:00Z,1.0201301249799393e-08
2026-03-01T03:17:00Z,8.202353318099525e-09
2026-03-01T03:18:00Z,1.1997129873650904e-08
2026-03-01T03:19:00Z,1.1344110340319808e-08
2026-03-01T03:20:00Z,1.1875985029139006e-08
2026-03-01T03:21:00Z,1.170546793203251e-08
2026-03-01T03:22:00Z,1.1394782937657223e-08
2026-03-01T03:23:00Z,8.665244442415657e-09
2026-03-01T03:24:00Z,9.942564501802875e-09
2026-03-01T03:25:00Z,8.854989196796727e-09
2026-03-01T03:26:00Z,9.60416117019781e-09
2026-03-01T03:27:00Z,8.234541599888716e-09
2026-03-01T03:28:00Z,9.515892475907664e-09
2026-03-01T03:29:00Z,1.1941235375118903e-08
2026-03-01T03:30:00Z,9.060812232688608e-09
2026-03-01T03:31:00Z,1.1136282407794278e-08
2026-03-01T03:32:00Z,9.820033469356573e-09
2026-03-01T03:33:00Z,9.692029943960652e-09
2026-03-01T03:34:00Z,1.1829270563438693e-08
2026-03-01T03:35:00Z,1.1981690757970856e-08
2026-03-01T03:36:00Z,1.0223073293622474e-08
2026-03-01T03:37:00Z,1.0873633101185303e-08
2026-03-01T03:38:00Z,8.619187301096257e-09
2026-03-01T03:39:00Z,9.186831301978256e-09
2026-03-01T03:40:00Z,1.1874837459876635e-08
2026-03-01T03:41:00Z,1.0316721163265026e-08
2026-03-01T03:42:00Z,1.0168780805497098e-08
2026-03-01T03:43:00Z,1.0991902241516257e-08
2026-03-01T03:44:00Z,8.228661091629933e-09
2026-03-01T03:45:00Z,1.0336710377835885e-08
2026-03-01T03:46:00Z,1.0011401531678055e-08
2026-03-01T03:47:00Z,1.1410879568193142e-08
2026-03-01T03:48:00Z,8.629730911757934e-09
2026-03-01T03:49:00Z,1.18431156130978e-08
2026-03-01T03:50:00Z,8.320445860962348e-09
2026-03-01T03:51:00Z,8.743299843922894e-09
2026-03-01T03:52:00Z,1.038014042580011e-08
2026-03-01T03:53:00Z,1.070085021441636e-08
2026-03-01T03:54:00Z,8.940815580003726e-09
2026-03-01T03:55:00Z,8.479546455788496e-09
2026-03-01T03:56:00Z,1.1561149256517749e-08
2026-03-01T03:57:00Z,8.984861391154499e-09
2026-03-01T03:58:00Z,1.0378076614133764e-08
2026-03-01T03:59:00Z,1.047752604132841e-08
2026-03-01T04:00:00Z,9.67689966134349e-09
2026-03-01T04:01:00Z,1.0334689157164898e-08
2026-03-01T04:02:00Z,1.0091130862127835e-08
2026-03-01T04:03:00Z,1.1738825030945707e-08
2026-03-01T04:04:00Z,8.817036797694145e-09
2026-03-01T04:05:00Z,1.086476720315766e-08
2026-03-01T04:06:00Z,8.954743810463386e-09
2026-03-01T04:07:00Z,9.583143387165019e-09
2026-03-01T04:08:00Z,1.0686760891839886e-08
2026-03-01T04:09:00Z,9.19998831919505e-09
2026-03-01T04:10:00Z,9.264708785087416e-09
2026-03-01T04:11:00Z,1.1007457969657608e-08
2026-03-01T04:12:00Z,8.29017245797263e-09
2026-03-01T04:13:00Z,9.833142090474345e-09
2026-03-01T04:14:00Z,1.199381776341777e-08
2026-03-01T04:15:00Z,1.1984385791420377e-08
2026-03-01T04:16:00Z,8.293042884398532e-09
2026-03-01T04:17:00Z,8.852617249068162e-09
2026-03-01T04:18:00Z,9.060801659001606e-09
2026-03-01T04:19:00Z,1.1733037511974836e-08
2026-03-01T04:20:00Z,1.1523456694745757e-08
2026-03-01T04:21:00Z,1.1517080969938171e-08
2026-03-01T04:22:00Z,9.478108354955536e-09
2026-03-01T04:23:00Z,8.63098732942893e-09
2026-03-01T04:24:00Z,1.1334979818559228e-08
2026-03-01T04:25:00Z,1.0814159700349484e-08
2026-03-01T04:26:00Z,1.04467110629038e-08
2026-03-01T04:27:00Z,1.1948932254526017e-08
2026-03-01T04:28:00Z,1.0615905270842929e-08
2026-03-01T04:29:00Z,8.031292428608632e-09
2026-03-01T04:30:00Z,1.1268416540461845e-08
2026-03-01T04:31:00Z,9.197515008799911e-09
2026-03-01T04:32:00Z,1.065355485986431e-08
2026-03-01T04:33:00Z,1.1755720015708416e-08
2026-03-01T04:34:00Z,8.537164457573471e-09
2026-03-01T04:35:00Z,8.46171468167641e-09
2026-03-01T04:36:00Z,8.428143910837671e-09
2026-03-01T04:37:00Z,1.0212894563539263e-08
2026-03-01T04:38:00Z,9.089392849259266e-09
2026-03-01T04:39:00Z,1.0419319308120897e-08
2026-03-01T04:40:00Z,1.0870448748555192e-08
2026-03-01T04:41:00Z,8.814389249309812e-09
2026-03-01T04:42:00Z,1.0536951835540318e-08
2026-03-01T04:43:00Z,9.055935606521639e-09
2026-03-01T04:44:00Z,9.954127408597507e-09
2026-03-01T04:45:00Z,1.1621345964317294e-08
2026-03-01T04:46:00Z,1.1384414853179421e-08
2026-03-01T04:47:00Z,8.369193870850934e-09
2026-03-01T04:48:00Z,9.694303090254905e-09
2026-03-01T04:49:00Z,9.106720895889007e-09
2026-03-01T04:50:00Z,8.01418275635113e-09
2026-03-01T04:51:00Z,1.1084476892078508e-08
2026-03-01T04:52:00Z,1.0548453509205518e-08
2026-03-01T04:53:00Z,9.047821049737394e-09
2026-03-01T04:54:00Z,1.0964923633391724e-08
2026-03-01T04:55:00Z,1.0206721684505564e-08
2026-03-01T04:56:00Z,9.710747675922717e-09
2026-03-01T04:57:00Z,8.038678798433362e-09
2026-03-01T04:58:00Z,8.30097544029507e-09
2026-03-01T04:59:00Z,1.1532425573200571e-08
2026-03-01T05:00:00Z,1.1615714286239572e-08
2026-03-01T05:01:00Z,1.018236115682209e-08
2026-03-01T05:02:00Z,1.1338380079544066e-08
2026-03-01T05:03:00Z,1.0330038265959176e-08
2026-03-01T05:04:00Z,8.59237514226993e-09
2026-03-01T05:05:00Z,8.509782077128557e-09
2026-03-01T05:06:00Z,9.233033399720535e-09
2026-03-01T05:07:00Z,1.1595925954970362e-08
2026-03-01T05:08:00Z,1.1184489219552167e-08
2026-03-01T05:09:00Z,1.144281032800361e-08
2026-03-01T05:10:00Z,1.1595698546105897e-08
2026-03-01T05:11:00Z,8.840306153359018e-09
2026-03-01T05:12:00Z,8.998118956891698e-09
2026-03-01T05:13:00Z,8.411174486687143e-09
2026-03-01T05:14:00Z,1.112046496748577e-08
2026-03-01T05:15:00Z,1.1536538805804035e-08
2026-03-01T05:16:00Z,9.625509559328466e-09
2026-03-01T05:17:00Z,1.048264604060285e-08
2026-03-01T05:18:00Z,8.618213353328819e-09
2026-03-01T05:19:00Z,1.1719524062774698e-08
2026-03-01T05:20:00Z,1.1458422784879856e-08
2026-03-01T05:21:00Z,1.190482413172385e-08
2026-03-01T05:22:00Z,1.1243086879761588e-08
2026-03-01T05:23:00Z,1.1525664818653296e-08
2026-03-01T05:24:00Z,8.099145447592755e-09
2026-03-01T05:25:00Z,1.0946257887020327e-08
2026-03-01T05:26:00Z,9.328741871785715e-09
2026-03-01T05:27:00Z,1.1723263544193304e-08
2026-03-01T05:28:00Z,1.1208940555748558e-08
2026-03-01T05:29:00Z,1.1456256113501119e-08
2026-03-01T05:30:00Z,1.1242997266297556e-08
2026-03-01T05:31:00Z,9.06722283837789e-09
2026-03-01T05:32:00Z,1.1149498036541886e-08
2026-03-01T05:33:00Z,8.432382505611828e-09
2026-03-01T05:34:00Z,1.148866713162436e-08
2026-03-01T05:35:00Z,1.1434373005351127e-08
2026-03-01T05:36:00Z,8.889734870182659e-09
2026-03-01T05:37:00Z,1.1266346422387717e-08
2026-03-01T05:38:00Z,9.841212938715769e-09
2026-03-01T05:39:00Z,9.220763469354404e-09
2026-03-01T05:40:00Z,1.1181381996611447e-08
2026-03-01T05:41:00Z,8.910381949631083e-09
2026-03-01T05:42:00Z,8.094657738805806e-09
2026-03-01T05:43:00Z,8.772519153310835e-09
2026-03-01T05:44:00Z,9.313047804790826e-09
2026-03-01T05:45:00Z,1.1457411768121144e-08
2026-03-01T05:46:00Z,1.1867556416193445e-08
2026-03-01T05:47:00Z,9.116499970887487e-09
2026-03-01T05:48:00Z,1.0565926954430511e-08
2026-03-01T05:49:00Z,9.598713537440243e-09
2026-03-01T05:50:00Z,1.192459874879304e-08
2026-03-01T05:51:00Z,1.014486292991489e-08
2026-03-01T05:52:00Z,1.1756948561298862e-08
2026-03-01T05:53:00Z,8.461367007405712e-09
2026-03-01T05:54:00Z,1.1881602444088913e-08
2026-03-01T05:55:00Z,8.714271264689855e-09
2026-03-01T05:56:00Z,1.1850137263046222e-08
2026-03-01T05:57:00Z,9.061865450091875e-09
2026-03-01T05:58:00Z,8.433610188858844e-09
2026-03-01T05:59:00Z,9.738255034258578e-09
2026-03-01T06:00:00Z,1.0914180242610817e-08
2026-03-01T06:01:00Z,9.254709256779964e-09
2026-03-01T06:02:00Z,1.0424835413224574e-08
2026-03-01T06:03:00Z,1.0045692238677912e-08
2026-03-01T06:04:00Z,9.540781733378909e-09
2026-03-01T06:05:00Z,1.0306352173986397e-08
2026-03-01T06:06:00Z,9.018890024554328e-09
2026-03-01T06:07:00Z,1.0835141135336684e-08
2026-03-01T06:08:00Z,8.006765112874518e-09
2026-03-01T06:09:00Z,1.170230066199633e-08
2026-03-01T06:10:00Z,1.0153807988371169e-08
2026-03-01T06:11:00Z,1.0877719996579383e-08
2026-03-01T06:12:00Z,1.0967800311357908e-08
2026-03-01T06:13:00Z,1.0682514017731997e-08
2026-03-01T06:14:00Z,9.456885887125058e-09
2026-03-01T06:15:00Z,8.279895244505242e-09
2026-03-01T06:16:00Z,1.065695073964509e-08
2026-03-01T06:17:00Z,9.320800144170386e-09
2026-03-01T06:18:00Z,9.25566258023344e-09
2026-03-01T06:19:00Z,1.1392061118025341e-08
2026-03-01T06:20:00Z,1.0879017052055803e-08
2026-03-01T06:21:00Z,9.201289072845057e-09
2026-03-01T06:22:00Z,9.237138648834614e-09
2026-03-01T06:23:00Z,9.633571634476868e-09
2026-03-01T06:24:00Z,9.609601548230898e-09
2026-03-01T06:25:00Z,9.18262081010379e-09
2026-03-01T06:26:00Z,8.509151196236613e-09
2026-03-01T06:27:00Z,9.681785335091633e-09
2026-03-01T06:28:00Z,1.1761454682920732e-08
2026-03-01T06:29:00Z,1.0709271781090932e-08
2026-03-01T06:30:00Z,1.161122218293033e-08
2026-03-01T06:31:00Z,1.0462059663805522e-08
2026-03-01T06:32:00Z,9.203799498262262e-09
2026-03-01T06:33:00Z,1.0191748852542793e-08
2026-03-01T06:34:00Z,8.00162375878915e-09
2026-03-01T06:35:00Z,9.14765486747571e-09
2026-03-01T06:36:00Z,9.719552599959337e-09
2026-03-01T06:37:00Z,1.031993912478273e-08
2026-03-01T06:38:00Z,1.0618822494812286e-08
2026-03-01T06:39:00Z,9.859952760988056e-09
2026-03-01T06:40:00Z,9.76863919721923e-09
2026-03-01T06:41:00Z,8.854805603956401e-09
2026-03-01T06:42:00Z,9.892744743637305e-09
2026-03-01T06:43:00Z,1.1604723303313017e-08
2026-03-01T06:44:00Z,1.118409904050712e-08
2026-03-01T06:45:00Z,8.678765584792219e-09
2026-03-01T06:46:00Z,8.339182146900488e-09
2026-03-01T06:47:00Z,1.0061808039660866e-08
2026-03-01T06:48:00Z,1.0531763423063184e-08
2026-03-01T06:49:00Z,9.340753021639203e-09
2026-03-01T06:50:00Z,1.1273693858146657e-08
2026-03-01T06:51:00Z,1.100455255016293e-08
2026-03-01T06:52:00Z,1.0691182682228668e-08
2026-03-01T06:53:00Z,8.898562663989154e-09
2026-03-01T06:54:00Z,8.796519730906307e-09
2026-03-01T06:55:00Z,8.097701550907305e-09
2026-03-01T06:56:00Z,8.979370176313401e-09
2026-03-01T06:57:00Z,9.90054537687522e-09
2026-03-01T06:58:00Z,1.1398950778498928e-08
2026-03-01T06:59:00Z,8.291312916738278e-09
2026-03-01T07:00:00Z,9.657764043990878e-09
2026-03-01T07:01:00Z,1.0519061522950855e-08
2026-03-01T07:02:00Z,8.777740946958838e-09
2026-03-01T07:03:00Z,1.0785417001962019e-08
2026-03-01T07:04:00Z,9.977508676041748e-09
2026-03-01T07:05:00Z,8.975937758313755e-09
2026-03-01T07:06:00Z,1.0624232044447135e-08
2026-03-01T07:07:00Z,8.022179272552129e-09
2026-03-01T07:08:00Z,1.1003857906473891e-08
2026-03-01T07:09:00Z,1.10801847542961e-08
2026-03-01T07:10:00Z,8.426349186254157e-09
2026-03-01T07:11:00Z,9.700584775770937e-09
2026-03-01T07:12:00Z,8.703546726826127e-09
2026-03-01T07:13:00Z,1.1831864169118158e-08
2026-03-01T07:14:00Z,1.0071831001774962e-08
2026-03-01T07:15:00Z,8.200873540562564e-09
2026-03-01T07:16:00Z,8.996793118639886e-09
2026-03-01T07:17:00Z,1.139334538940664e-08
2026-03-01T07:18:00Z,9.82584730188069e-09
2026-03-01T07:19:00Z,1.1205666406889057e-08
2026-03-01T07:20:00Z,1.0670310930345412e-08
2026-03-01T07:21:00Z,1.1951569812265792e-08
2026-03-01T07:22:00Z,1.0381809273877678e-08
2026-03-01T07:23:00Z,1.1800158433772624e-08
2026-03-01T07:24:00Z,1.1565703703241748e-08
2026-03-01T07:25:00Z,1.045060929104705e-08
2026-03-01T07:26:00Z,1.0877095845103869e-08
2026-03-01T07:27:00Z,1.0019112659297608e-08
2026-03-01T07:28:00Z,1.1322276678885662e-08
2026-03-01T07:29:00Z,1.0191487802443313e-08
2026-03-01T07:30:00Z,1.1588832412933048e-08
2026-03-01T07:31:00Z,1.097462176863834e-08
2026-03-01T07:32:00Z,9.898697747292213e-09
2026-03-01T07:33:00Z,9.036766193860078e-09
2026-03-01T07:34:00Z,8.988958950038639e-09
2026-03-01T07:35:00Z,1.0550645747104626e-08
2026-03-01T07:36:00Z,1.1063254737188662e-08
2026-03-01T07:37:00Z,1.0085199251311929e-08
2026-03-01T07:38:00Z,1.0506993747927125e-08
2026-03-01T07:39:00Z,9.098389787670153e-09
2026-03-01T07:40:00Z,8.309933415458943e-09
2026-03-01T07:41:00Z,9.14291260345261e-09
2026-03-01T07:42:00Z,9.08686042832874e-09
2026-03-01T07:43:00Z,9.27883827367505e-09
2026-03-01T07:44:00Z,1.0160608890073826e-08
2026-03-01T07:45:00Z,8.553496246064624e-09
2026-03-01T07:46:00Z,8.925045918912747e-09
2026-03-01T07:47:00Z,1.077579924919621e-08
2026-03-01T07:48:00Z,1.0825676566778208e-08
2026-03-01T07:49:00Z,8.256915402855512e-09
2026-03-01T07:50:00Z,9.630397478666347e-09
2026-03-01T07:51:00Z,1.0170444562015662e-08
2026-03-01T07:52:00Z,9.663096936412624e-09
2026-03-01T07:53:00Z,8.82733755805764e-09
2026-03-01T07:54:00Z,9.680574071093703e-09
2026-03-01T07:55:00Z,1.1619353913360709e-08
2026-03-01T07:56:00Z,1.03363176568169e-08
2026-03-01T07:57:00Z,1.0782091945991872e-08
2026-03-01T07:58:00Z,1.1426928129215737e-08
2026-03-01T07:59:00Z,1.1062378304472278e-08
2026-03-01T08:00:00Z,9.521524115710846e-09
2026-03-01T08:01:00Z,8.023584334335972e-09
2026-03-01T08:02:00Z,9.407035210687298e-09
2026-03-01T08:03:00Z,1.1013900500237543e-08
2026-03-01T08:04:00Z,1.1413791802276418e-08
2026-03-01T08:05:00Z,1.1813721353880424e-08
2026-03-01T08:06:00Z,9.676085130519288e-09
2026-03-01T08:07:00Z,1.0990062675912202e-08
2026-03-01T08:08:00Z,1.0184529238935355e-08
2026-03-01T08:09:00Z,1.0413010355764965e-08
2026-03-01T08:10:00Z,8.882154777295276e-09
2026-03-01T08:11:00Z,8.877686538485745e-09
2026-03-01T08:12:00Z,9.743343904186547e-09
2026-03-01T08:13:00Z,8.116099279786862e-09
2026-03-01T08:14:00Z,9.344518174793531e-09
2026-03-01T08:15:00Z,1.07165675401134e-08
2026-03-01T08:16:00Z,9.61726667655055e-09
2026-03-01T08:17:00Z,8.660178924814036e-09
2026-03-01T08:18:00Z,9.869560596929241e-09
2026-03-01T08:19:00Z,8.510511189124643e-09
2026-03-01T08:20:00Z,1.048902784389626e-08
2026-03-01T08:21:00Z,8.107865807620551e-09
2026-03-01T08:22:00Z,9.57608102535882e-09
2026-03-01T08:23:00Z,1.0257567932099097e-08
2026-03-01T08:24:00Z,8.10840818536125e-09
2026-03-01T08:25:00Z,1.0570998592037345e-08
2026-03-01T08:26:00Z,8.542797948922258e-09
2026-03-01T08:27:00Z,9.846793776206046e-09
2026-03-01T08:28:00Z,8.201138533954511e-09
2026-03-01T08:29:00Z,9.516415456752558e-09
2026-03-01T08:30:00Z,8.846641136845926e-09
2026-03-01T08:31:00Z,9.307383219525234e-09
2026-03-01T08:32:00Z,1.1044918831576109e-08
2026-03-01T08:33:00Z,9.516504862256546e-09
2026-03-01T08:34:00Z,1.1008039294219138e-08
2026-03-01T08:35:00Z,1.1327697140621091e-08
2026-03-01T08:36:00Z,9.009086127129523e-09
2026-03-01T08:37:00Z,8.327624931046571e-09
2026-03-01T08:38:00Z,8.077533148200044e-09
2026-03-01T08:39:00Z,1.0157676191690135e-08
2026-03-01T08:40:00Z,1.1999631314036836e-08
2026-03-01T08:41:00Z,9.399841374880736e-09
2026-03-01T08:42:00Z,1.06005763729995e-08
2026-03-01T08:43:00Z,1.112493219844358e-08
2026-03-01T08:44:00Z,1.0607018620975556e-08
2026-03-01T08:45:00Z,1.1016932816238105e-08
2026-03-01T08:46:00Z,1.1798446930863956e-08
2026-03-01T08:47:00Z,8.797442729450133e-09
2026-03-01T08:48:00Z,8.08152006928133e-09
